Useful phrases in the local language	Полезные фразы на местном языке
Looks like the list of available rooms has changed. Please select a different room.	Похоже, список свободных номеров изменился. Выберите другой номер.
What is shown in this image?	Что изображено на картинке?
Library removed from favorites	Библиотека удалена из избранного
Based on local employers	По данным местных компаний
Library saved as a favorite	Библиотека добавлена в избранное
Typical pay for this type of work	Типичная зарплата на такой должности
Please do not submit any personal information	Не отправляйте личную информацию.
Your question will not be submitted.	Ваш вопрос не будет отправлен
Can’t find what you’re looking for?	Не удается найти то, что нужно?
We’re showing these places based on your browsing activity and recent searches on Google.	Эти места выбраны с учетом вашей истории просмотров и поисковых запросов в Google.
Learn more about managing your search activity	Подробнее об управлении историей поиска…
Your Internet speed is very fast	У вас очень высокая скорость подключения.
Learn who can see your activity	Кому доступны данные о ваших действиях
Payom Sinawat’s 109th birthday	109 лет со дня рождения Пайома Синавата
Paula Modersohn-Becker’s 142nd birthday	142 года со дня рождения Паулы Модерзон-Беккер
Borders, labels, places and roads.	Границы, дороги, места и объекты
Star your favorite places on Google Maps	Помечайте свои любимые места на Картах Google
What is wrong with this?	Здесь что-то не так?
This photo is irrelevant to this business	Фотография не связана с этим местом
Google Trends fun facts	Забавные факты из Google Trends
Access Support Trends data	Доступ к данным о поддержке Google Trends
Sergei Eisenstein’s 120th birthday	120 лет со дня рождения Сергея Эйзенштейна
Room availability not known. Contact the hotel or try different dates.	Нет данных о свободных номерах. Свяжитесь с отелем или выберите другие даты.
View and manage your use of Googler perks in Bookit	Просмотр бонусов сотрудника Google в Bookit, а также управление ими
You can see how long it might take to get to a job from home.	Вы можете узнать, сколько времени потребуется, чтобы добраться до работы.
Choose a radius or a city.	Укажите радиус поиска или город.
Why we sell advertising, not search results	Почему мы зарабатываем на рекламе, а не продаем позиции в результатах поиска
Search results from your Google products	Персональные данные из сервисов Google в результатах поиска
Google partners are businesses which have a commercial relationship with Google.	Партнеры Google – это компании, которые сотрудничают с Google на коммерческой основе.
See how many places your answers have helped	Посмотрите, сколько мест стало лучше благодаря вашим ответам
Create your own maps to share the places that matter to you.	Создавайте свои карты и обменивайтесь интересными метками с друзьями.
Your contribution helps everyone make better decisions about places to go.	Вы помогаете другим пользователям выбрать, куда лучше сходить.
View and manage your Google Play Android Developer account	Просмотр аккаунта Google Play для разработчиков Android и управление им
View and manage your App Indexing data	Просмотр данных индексации приложения и управление ими
Best practices and new features	Рекомендации и новые возможности
These are from your Google Feed	Получено из вашей ленты Google
This link cannot be tested.	Эту ссылку нельзя проверить.
The image you are trying to drag has been blocked by the hosting site.	Изображение было заблокировано сайтом, где оно размещено.
Please hover over each cell for the character name.	Чтобы узнать название символа, наведите указатель мыши на ячейку.
Sports, Celebrations and Activities	Спорт, праздники и мероприятия
Transport, Maps and Signage	Транспорт, карты и вывески
Animals, Plants and Food	Животные, растения и еда
Weather, Scenes and Zodiac signs	Погода, ландшафт и знаки зодиака
The related flight is behind schedule. View status of	Связанный рейс задерживается. Узнайте статус
To see stocks you are following, please refresh the page.	Чтобы увидеть акции, которые вы отслеживаете, обновите страницу.
View web pages cached in Google Search Results	Просмотр кешированных страниц в результатах поиска Google
These pages then become part of Google’s cache.	Эти копии хранятся в кеше на серверах Google.
Social profiles include a YouTube channel, Google+ page, Facebook page, Twitter handle, and Instagram account.	например в YouTube, Google+, Facebook, Twitter и Instagram.
Only the current owner can transfer ownership to a new owner.	может только их текущий владелец.
Add social profiles to a Knowledge Graph card	Как добавить ссылки на профили в социальных сетях
Search for your topic on Google and find its Knowledge Graph card.	Найдите нужную тему в Google и карточку, которую необходимо изменить.
Search console helps you manage your site’s presence in Google search results.	Этот сервис позволяет узнать, как ваш сайт представлен в Google Поиске, и при необходимости оптимизировать его.
At the top right, select your profile image and see if you’re signed in as the owner.	В правом верхнем углу выберите изображение профиля и убедитесь, что это нужный вам аккаунт.
Suggest a change to a Knowledge Graph card	Как предложить изменение карточки Сети знаний
When you change this setting, it will change the language of all apps on your phone.	При этом изменится язык интерфейса всех приложений.
Rukhmabai Raut’s 153rd Birthday	153 года со дня рождения Рукмабай Раут
Removed from visited places	Удалено из списка посещенных мест
Added to visited places	Добавлено в список посещенных мест
Clear your filters to turn on price tracking	Чтобы отслеживать цены, сбросьте фильтры.
Structured Data Testing Tool	Инструмент проверки структурированных данных
Details and tips for suggesting changes	На что следует обратить внимание
Mihajlo Pupin's 153th Birthday	153 года со дня рождения Михайло Пупина
Rakhmabai Raut’s 153rd Birthday	153 года со дня рождения Ракмабай Раут
Top movers in your portfolios	Растущие активы в ваших портфелях
How Google determines whether a document is a fact check	Как Google определяет, что в документе есть проверка фактов.
See fact checks in search results	Как просматривать проверенные факты в результатах поиска.
How can a publisher add information to a Knowledge Panel?	Может ли издатель добавить данные в панель знаний?
Publishers cannot opt-out from having a Knowledge Panel.	Издатель не может отказаться от панели знаний.
What info shows up	Какую информацию можно узнать
Keep in mind that Google does not endorse any of these fact checks.	Обратите внимание, что компания Google не несет ответственности за правильность проверки фактов.
How Google determines a fact check	Как Google находит проверенные факты
Report spam or abuse	Как пожаловаться на спам или нарушения
Disagree with a fact check	Как оспорить проверенные факты
What fact checks look like	Как выглядят проверенные факты
Browse top sights, flights, hotels, and more	Просмотрите информацию о главных достопримечательностях, авиарейсах, отелях и не только
Tap to add to your events	Нажмите, чтобы добавить к вашим мероприятиям
Clear filters for more results.	Чтобы увидеть больше результатов, сбросьте фильтры.
See web results for more results.	Также посмотрите результаты поиска в Интернете.
Added to your events	Добавлено к вашим мероприятиям
Not a match. Here are businesses that can help.	Эта компания вам не подходит. Но есть другие варианты.
Note: Not all providers offer all services.	Учитывайте, что не все компании предлагают полный спектр услуг.
Why these sponsored results?	Почему я вижу эти рекламные ссылки?
View and manage user data for your loyalty program	Просмотр и изменение данных об участниках программы лояльности
Children, elders and those with breathing or heart problems should reduce outdoor activities.	Детям, пожилым и людям с заболеваниями дыхательной системы или сердца следует сократить физические занятия на открытом воздухе.
Those who are unusually sensitive to air pollution may experience discomfort.	Особо чувствительные люди могут испытывать дискомфорт при дыхании.
Avoid long or intense outdoor activities and exercise.	Рекомендуется свести к минимуму занятия на открытом воздухе.
Reduce long or intense outdoor activities.	Следует свести к минимуму продолжительные и активные занятия на открытом воздухе.
Avoid all outdoor activities.	Избегайте любой активности на открытом воздухе.
Children, elders, and weak or sick people should reduce long or intense outdoor activities.	Детям, пожилым и людям с плохим самочувствием следует свести к минимуму продолжительные и активные занятия на открытом воздухе.
Avoid long or intense outdoor activities.	Рекомендуется свести к минимуму занятия на открытом воздухе.
People with breathing or heart problems may experience breathing discomfort.	Люди с заболеваниями дыхательной системы или сердца могут испытывать дискомфорт при дыхании.
People with breathing or heart problems should reduce long or intense outdoor activities.	Людям с заболеваниями дыхательной системы или сердца следует свести к минимуму продолжительные и активные занятия на открытом воздухе.
Children, elders and those with breathing or heart problems should reduce outdoor exercise.	Детям, пожилым и людям с заболеваниями дыхательной системы или сердца следует сократить физические занятия на открытом воздухе.
Just a few more steps to find more customers.	Ещё несколько шагов, и вы сможете найти новых клиентов.
Select options to add votes, then submit.	Выберите один из вариантов и проголосуйте.
Before you sign in to Twitter, confirm your Google Account	Чтобы войти в Твиттер, подтвердите аккаунт Google.
Sign in to your Google Account	Войдите в аккаунт Google
You have submitted all your votes	Вы отдали все голоса.
Private, inappropriate, or duplicate places	Частная собственность, неуместные материалы, дубликат места
Name, address, category, hours, etc.	Название, адрес, категория, часы работы и т. д.
Ready to request with Google Wallet	Запрос готов к отправке через Google Кошелек
Ready to send with Google Wallet	Средства готовы к отправке через Google Кошелек
The home address you added to your Google account	Ваш домашний адрес, указанный в аккаунте Google.
Wilder Penfield’s 127th birthday	127 лет со дня рождения Уайлдера Пенфилда
Wilhelm Bartelmann’s 172nd Birthday	172 года со дня рождения Вильгельма Бартельмана
Zhou Youguang’s 112th birthday	112 лет со дня рождения Чжоу Югуана
Stephen Keshi’s 56th birthday	56 лет со дня рождения Стивена Кеши
Teresa Teng’s 65th birthday	65 ­лет со дня рождения Терезы Тенг
Virginia Woolf’s 136th birthday	136 лет со дня рождения Вирджинии Вульф
Sitara Devi’s 97th Birthday	97 лет со дня рождения Ситары Деви
Sor Juana Inés de la Cruz’s 366th Birthday	366 лет со дня рождения Хуаны Инес де ла Крус
Max Born’s 135th Birthday	135 лет со дня рождения Макса Борна
Nelly Sachs’ 126th Birthday	126 лет со дня рождения Нелли Закс
Nain Singh Rawat’s 187th Birthday	187 лет со дня рождения Найна Сингха Равата
Mohammed Rafi’s 93th Birthday	93 года со дня рождения Мохаммеда Рафи
Meret Oppenheim’s 104th Birthday	104 года со дня рождения Мерет Оппенгейм
Nellie Campobello’s 117th Birthday	117 лет со дня рождения Нелли Кампобелло
Machiko Hasegawa’s 98th birthday	98 лет со дня рождения Матико Хасэгавы
Maria Lenk’s 103rd birthday	103 года со дня рождения Марии Ленк
Kuppali Venkatappa Puttappa’s 113th Birthday	113 лет со дня рождения Куппали Венкатаппы Путтаппы
José Clemente Orozco’s 134th Birthday	134 года со дня рождения Хосе Клементе Ороско
Mahasweta Devi’s 92nd Birthday	92 ­года со дня рождения Махасветы Деви
Katy Jurado’s 94th Birthday	94 года со дня рождения Кэти Хурадо
Jackie Forster’s 91st Birthday	91 год со дня рождения Джеки Форстер
Gertrude Jekyll’s 174th Birthday	174 года со дня рождения Гертруды Джекилл
Cornelia Sorabji’s 151st Birthday	151 год со дня рождения Корнелии Сорабджи
Clare Hollingworth’s 106th Birthday	106 лет со дня рождения Клэр Холлингворт
Farouk Shousha’s 82nd birthday	82 года со дня рождения Фарука Шуши
Clärenore Stinnes’s 117th birthday	117 лет со дня рождения Клереноры Штиннес
Begum Akhtar’s 103rd Birthday	103 года со дня рождения Бегам Акхтар
25th Anniversary of Rafflesia Arnoldii	25 лет со дня присвоения раффлезии Арнольда статуса редкого растения
Based on your saved places	На основе ваших сохраненных мест
News, soundtrack, reviews and more	Новости, саундтрек, отзывы и многое другое
Save your customers the trouble of checking your holiday hours	Чтобы клиентам было удобнее, укажите режим работы в праздники.
Choose a focus for your next trip	Куда бы вы хотели отправиться?
Browse trips based on your location	Направления, выбранные на основе вашего местоположения
Could not load reviews	Не удалось загрузить отзывы.
Share your recent searches, favorites and more?	Открыть доступ к последним поисковым запросам, избранному и другим данным?
Hirotugu Akaike’s 90th Birthday	90 лет со дня рождения Хироцугу Акаикэ
Brands you might like	Бренды, которые могут вам понравиться
By animal contact or injury.	При контактах с животными или травмах.
Game info will be available soon	Информация о матче появится в ближайшее время.
From: apps-help@google.com	От: apps-help@google.com
We are always working to make the app faster and more stable.	Мы постоянно совершенствуем приложение.
Turn on the feed for a work or school account	Как включить ленту в рабочем или учебном аккаунте
We will email you when the archive is ready to download.	Когда архив будет готов, вы получите уведомление по электронной почте.
Change how your keyboard works	Как изменить настройки клавиатуры
Change your keyboard vibration, sound, or theme	Как настроить виброотклик, звук и тему виртуальной клавиатуры
Enter your search in the box above	Введите запрос в поле выше.
What can’t be changed	Какой контент нельзя изменить
Here are some tips for suggesting an image:	Ниже приведены советы по подбору картинки.
Turn on notifications about high pollen?	Включить уведомления о высоком содержании пыльцы?
Get real-time notifications about the stuff most important to you.	Получайте уведомления о самых важных для вас новостях в режиме реального времени.
Get instant notifications about the stuff most important to you.	Получайте мгновенные уведомления о самых важных для вас новостях.
When you have Now card history, you help Google provide you more useful cards and notifications	Включите историю подсказок, чтобы мы предлагали вам актуальные подсказки и уведомления
There was an error loading notifications.	Не удалось загрузить уведомления
Turn on Olympics notifications	Включите уведомления о событиях Олимпиады
View and manage your Chrome apps notifications	Просмотр уведомлений из приложений Chrome и управление ими
Please confirm your acceptance by checking this box.	Подтвердите свое согласие, установив этот флажок.
View and manage your knols and redirect URLs	Просмотр и изменение кнолов и URL переадресации
View and manage your interest-based notifications	Просмотр уведомлений на основе интересов и управление ими
View and manage notifications received on your domain	Просмотр уведомлений о домене и управление ими
How Google uses the image you search with	Как используются изображения и URL
Right-click any image you see on a website or in search results.	На веб-сайте или в результатах поиска нажмите на изображение правой кнопкой мыши.
Check tracked prices and manage email notification settings	Узнайте, как изменились цены, и проверьте настройки уведомлений
Send Trusted Service Manager notification messages to Google Wallet	Отправка уведомлений доверенного сервис-менеджера в Google Кошелек
Send issuer notification messages to Google Wallet	Отправка уведомлений банка-эмитента в Google Кошелек
A new tab will open with your results.	Откроется новая вкладка с результатами поиска по этой картинке.
Celebrating the Studio for Electronic Music	День рождения Студии электронной музыки
Rakhmabai Raut’s 153rd birthday	153 года со дня рождения Ракмабай Раут
More details and reviews	Ещё характеристики и отзывы
Get your free website	Получите веб-сайт бесплатно
Your free website is waiting for you. Preview, edit, and publish in minutes.	Бесплатный сайт уже готов. Просто внесите нужные изменения и опубликуйте его.
You recently viewed this item	Недавно вы просматривали этот товар
Businesses with a website grow faster than those without	Компании, у которых есть веб-сайт, растут быстрее.
Follow the lowest rates and receive price alerts and tips by email	Получать уведомления об изменении цены и полезные советы по электронной почте
Places that may not match all filters	Места, которые могут не соответствовать всем критериям
Available from your favorite libraries	Есть в ваших избранных библиотеках
Destination based on your previous searches	На основе ваших поисковых запросов
Show ads from this advertiser	Показывать объявления от этого рекламодателя
Error taking photo. Please try again.	Не удалось сделать фото. Повторите попытку.
So your videos will have sound	Чтобы снимать видео со звуком
Enable your microphone to record your video with sound.	Чтобы записать видео со звуком, включите микрофон.
So you can capture photos and videos	Чтобы вы могли снимать фотографии и видео
Touch and hold the image.	Нажмите на картинку и удерживайте ее.
A description for this result is not available because of this site's robots.txt	Описание недоступно из-за ограничений в файле robots.txt.
Help improve Google Now Launcher	Как улучшить Google Старт
To turn this setting on or off:	Как разрешить или запретить отправку данных
Touch and hold a widget.	Нажмите на виджет и удерживайте его.
Touch and hold any empty spot of a Home screen.	Коснитесь свободного участка на главном экране и удерживайте его.
After you install the Google Now Launcher, there are a few settings you can customize on your phone or tablet.	После установки Google Старт вы можете изменить некоторые настройки телефона или планшета.
Add apps to a Home screen	Как добавить приложение на главный экран
Touch and hold an app.	Нажмите и удерживайте приложение.
Add widgets to a Home screen	Как добавить виджет на главный экран
Google is stuck as my homepage	Страница Google открывается при запуске браузера, и сменить ее не удается
You can quickly get to Google every time you open your browser by making Google your homepage.	Чтобы сайт google.ru всегда был у вас под рукой, сделайте его главной страницей.
Make Google your homepage	Как сделать Google главной страницей
Choose a browser below, then follow the steps on your computer.	Выберите один из браузеров, указанных ниже, и следуйте инструкциям.
To remove an app from search results, uncheck the box.	Чтобы удалить приложение из списка, снимите флажок.
To include an app in search results, check the box.	Чтобы добавить приложение, установите флажок.
Veronika Dudarova’s 101st Birthday	101 год со дня рождения Вероники Дударовой
Nelly Sachs’s 126th birthday	126 лет со дня рождения Нелли Закс
Ratiba El-Hefny’s 86th Birthday	86 лет со дня рождения Ратибы Аль-Хефни
Mohammed Rafi’s 93th birthday	93 года со дня рождения Мохаммеда Рафи
Mirza Ghalib’s 220th Birthday	220 лет со дня рождения Мирзы Галиба
Max Born’s 135th birthday	135 лет со дня рождения Макса Борна
Christian Doppler’s 214th Birthday	214 лет со дня рождения Кристиана Доплера
Jan Ingenhousz’s 287th Birthday	287 лет со дня рождения Яна Ингенхауза
Marlene Dietrich’s 116th birthday	116 лет со дня рождения Марлен Дитрих
Kuppali Venkatappa Puttappa’’s 113th birthday	113 лет со дня рождения Куппали Венкатаппы Путтаппы
Begum Rokeya’s 137th Birthday	137 лет со дня рождения Рокеи Бегум
Did you like this game?	Вам понравилась эта игра?
Did you like this book?	Вам понравилась эта книга?
Did you like this album?	Вам понравился этот альбом?
Did you like this movie?	Вам понравился этот фильм?
Did you like this video game?	Вам понравилась эта видеоигра?
Not usually busy at this time	в это время мало посетителей
Usually not busy at this time	в это время мало посетителей
Usually quiet at this time	в это время почти нет посетителей
Usually more popular at this time	в это время много посетителей
Use your camera to record and share your own GIFs	Записывайте видеоролики в формате GIF и делитесь ими.
Drag the widget onto your Home screen, then lift your finger.	Перетащите виджет на главный экран и отпустите палец.
View your Google Cloud Platform management resources and deployment status information	Просмотр ресурсов управления Google Облачной платформой и информации о статусе развертывания
View your Google Cloud Platform billing accounts	Просмотр платежных аккаунтов Google Cloud Platform
View your Cloud Platform configuration policies and definitions	Просмотр правил и определений конфигурации Cloud Platform
View your data across Google Cloud Platform services	Просмотр ваших данных в сервисах Google Cloud Platform
When this box is checked, you can control whether activity from your device is saved.	Установив его, вы сможете указать, будет ли сохраняться история действий, выполненных на вашем телефоне или планшете.
Websites and apps you use	информацию об используемых вами сайтах и приложениях;
Your activity on websites and in apps that use Google services	ваши действия на сайтах и в приложениях, использующих сервисы Google;
If unwanted programs still change your settings, follow the steps below to reset them.	Если вредоносные программы и после этого будут изменять ваши настройки, воспользуйтесь инструкциями ниже.
This tool searches your computer for suspicious programs and offers to remove them for you.	который поможет найти вредоносное ПО и избавиться от него.
Sea level is typically warm.	На уровне моря обычно тепло.
Dec–May is warm.	С декабря по май тепло.
Ski season is Dec–Mar.	Лыжный сезон – декабрь–март.
The mountains are semi-arid, with cold nights and snowcapped peaks.	в горах – полузасушливый. Вершины покрыты снегом, ночи прохладные.
Jul–Aug is hot.	В июле–августе жарко.
The coast has a desert climate.	На побережье климат пустынный,
Nov–Mar is the dry season.	Сухой сезон – ноябрь–март.
Areas range from the arid coast to glacier-covered mountains.	На побережье климат засушливый, горы покрыты ледниками.
Inland, the Apennine Mountains are cooler.	В районе Апеннинских гор прохладнее.
May–Sep is warm to hot.	С мая по сентябрь тепло или жарко.
The mountains are cold, snowy and peak ski season Nov–Mar.	В горах холодно, выпадает снег. Лыжный сезон – ноябрь–март.
Snow can fall in the mountains.	В горах бывает снег.
May–Sep is warm in low-lying areas.	С мая по сентябрь в низменных районах тепло.
Temperatures range from mild during the day to below freezing at night.	Днем температура умеренная, но по ночам может опускаться ниже нуля.
The lowlands are hot and humid.	В низменных районах жарко и влажно.
Extreme heat hits the coast Jun–Sep.	На побережье с июня по сентябрь стоит очень сильная жара.
Weather varies by region.	Климат зависит от региона.
Corsica has a typical Mediterranean climate.	На Корсике типичный средиземноморский климат.
The central highlands are hot.	В горах центральных районов – жаркий.
Aug is typhoon season.	В августе сезон тайфунов.
Nov–Feb is cool.	С ноября по февраль прохладно.
Torrential rains fall in the tropical north Dec–Mar.	Сезон тропических ливней на севере длится с декабря по март.
The south is subtropical.	На юге климат субтропический.
The southwest is temperate to Mediterranean.	На юго-западе – умеренный или средиземноморский.
Mar–Jun is rainy.	Дождливый сезон – март–июнь.
The north is tropical.	На севере климат тропический.
May–Oct is hot.	С мая по октябрь жарко.
Jun–Aug is rainy.	С июня по август идут дожди.
The climate varies by region and terrain, but is primarily desertlike.	Климат зависит от региона и ландшафта, но по большей части пустынный.
The climate varies from temperate to alpine.	Климат изменяется от умеренного до альпийского.
Nov–Feb is cooler and rainier.	С ноября по февраль прохладнее, чаще идут дожди.
Climate varies by region.	Климат зависит от региона.
Jun–Sep is very hot in the capital and on the coast.	С июня по сентябрь в столице и на побережье очень жарко.
Mar–May and Sep–Nov have warm days and cool nights.	В марте–мае и в сентябре–ноябре дни теплые, а ночи прохладные.
Dec–Mar is hot by day and breezy at night.	С декабря по март днем жарко, а ночью свежо.
Nov–Dec and Mar–Apr are warm, clear and peak travel.	Высокие сезоны – ноябрь–декабрь и март–апрель. В это время тепло и ясно.
The rainy season is May–Nov.	Дождливый сезон – май–ноябрь.
The tropical weather is warm and dry Dec–Apr, peak travel time.	Климат тропический. Высокий сезон – декабрь–апрель. В это время погода теплая и засушливая.
The tropical climate is consistently warm.	Климат тропический. Весь год стабильно теплая погода.
Peak travel is May–Sep.	Высокий сезон – май–сентябрь.
Peak travel is Dec–Aug.	Высокий сезон – декабрь–август.
May–Sep is warmest and peak travel time.	Высокий сезон – самые теплые месяцы с мая по сентябрь.
The canyon floor is very hot May–Sep. Dec–Mar is cold and snowy.	С мая по сентябрь на дне каньона очень жарко. С декабря по март холодно, выпадает снег.
Rainy season is May–Nov. Peak travel is Nov–Dec and May.	Дождливый сезон – май–ноябрь. Высокий сезон – ноябрь–декабрь, а также май.
Weather can change rapidly and vary by area.	Погода зависит от региона и может быстро меняться.
Desert areas are much cooler Dec–Feb.	В пустыне с декабря по февраль становится намного прохладнее.
Peak travel is Jan–Apr.	Высокий сезон – январь–апрель.
Climate varies widely by area.	Климат зависит от региона.
Peak travel is May–Aug.	Высокий сезон – май–август.
Peak travel is Mar–Sep.	Высокий сезон – март–сентябрь.
Peak travel is Mar–Jun.	Высокий сезон – март–июнь.
Weather varies by area.	Климат зависит от региона.
Orlando has consistently warm, sunny weather.	В Орландо стабильно теплая и солнечная погода.
Dec–May is warm, dry and peak travel.	Высокий сезон – декабрь–май. В это время погода теплая и засушливая.
Temperatures range from warm to cool Jun–Oct, peak travel season.	Высокий сезон – июнь–октябрь. В это время стоит мягкая или прохладная погода.
There’s a higher chance of rain Jun–Oct.	С июня по октябрь дожди идут чаще всего.
Peak travel is May–Jun.	Высокий сезон – май–июнь.
The climate varies slightly by region, with the north warmer than the south.	Климат зависит от региона. На севере немного теплее, чем на юге.
Peak ski season is typically Jan–Mar.	Лыжный сезон обычно проходит с января по март.
Teperatures are mild to warm May–Aug, peak travel season.	Высокий сезон – май–август. В это время стоит мягкая или теплая погода.
May–Aug is warm and dry.	Период с мая по август теплый и засушливый.
Jun–Sep is hot.	С июня по сентябрь жарко.
Peak travel is Mar–Jul.	Высокий сезон – март–июль.
Peak travel is Jun–Aug.	Высокий сезон – июнь–август.
May–Sep is mild to cool, with frequent rain.	С мая по сентябрь погода мягкая или прохладная, часто идут дожди.
Both are peak travel seasons.	Эти сезоны наиболее популярны у туристов.
Hurricane season is May–Oct.	Сезон ураганов – май–октябрь.
Highland areas are a bit cooler.	В высокогорных районах немного прохладнее.
Peak travel is Mar–Jul and Dec.	Высокий сезон – март–июль и декабрь.
May–Oct is generally warm and humid.	С мая по октябрь обычно тепло и влажно.
Gulf Shores has a warm, humid climate tempered by sea breezes.	Климат теплый и влажный. Ощущается влияние морских бризов.
May–Aug is hot.	С мая по август жарко.
Nov–Mar is cold, with temperatures sometimes dropping below freezing.	С ноября по март холодно, иногда температура опускается ниже нуля.
May–Aug is warm and peak travel season.	Высокий сезон – теплый период с мая по август.
The weather ranges from mild to warm May–Oct, peak travel season.	Высокий сезон – май–октябрь. В это время стоит мягкая или теплая погода.
Peak travel is May–Oct.	Высокий сезон – май–октябрь.
Peak travel season is May–Oct.	Высокий сезон – май–октябрь.
May–Aug is warm, dry and sunny.	Период с мая по август теплый, засушливый и солнечный.
Jul–Aug is hot and humid.	С июля по август жарко и влажно.
May–Jun is warm.	В мае и июне тепло.
Corpus Christi has a warm, humid climate.	Климат теплый и влажный.
Jul–Aug is very hot.	В июле–августе очень жарко.
Peak travel is Feb–Jul.	Высокий сезон – февраль–июль.
The snowy ski season is Dec–Mar.	Лыжный сезон – декабрь–март. В это время выпадает снег.
Dec–Feb is rainy.	С декабря по февраль идут дожди.
Mar–May is peak travel.	Высокий сезон – март–май.
The weather is typically mild, becoming warmest and driest Jun–Sep. Jun can be foggy.	Погода обычно мягкая. С июня по сентябрь самый теплый и засушливый период. В июне возможны туманы.
West Palm Beach has a tropical, sunny climate.	Климат тропический с солнечной погодой.
The weather is warm and dry May–Oct, peak travel time.	Высокий сезон – май–октябрь. В это время погода теплая и засушливая.
Dec–Mar is cool to cold.	С декабря по март прохладно или холодно.
Both are peak travel periods.	Оба этих сезона популярны у туристов.
May–Sep is hot and humid.	Период с мая по сентябрь жаркий и влажный.
Temperatures are generally warm May–Aug, peak travel time.	Высокий сезон – май–август. В это время обычно тепло.
Dec–Apr is very cold.	С декабря по апрель очень холодно.
May–Aug is warm, with occasional rainstorms.	Период с мая по август теплый, иногда с ливнями.
The climate varies by region.	Климат зависит от местности.
Thunderstorms, tornadoes and hurricanes can occur in certain areas at different times.	В некоторых регионах в течение года могут быть грозы, торнадо и ураганы.
Peak travel is Mar–Aug.	Высокий сезон – март–август.
Nov–Apr is cool and rainy.	С ноября по апрель прохладно и дождливо.
Peak travel is Dec–Jan, Mar–May and Jul.	Высокий сезон – март–май, декабрь–январь, а также июль.
May–Sep is peak travel time.	Высокий сезон – май–сентябрь.
Nottingham is often rainy.	В Ноттингеме часто идут дожди.
Nov–Dec is cool.	В ноябре и декабре прохладно.
May–Aug is mild to warm.	С мая по август погода мягкая или теплая.
May–Aug is peak travel.	Высокий сезон – май–август.
Peak travel times are Mar and Nov–Dec.	Высокий сезон – март и ноябрь–декабрь.
May–Dec is peak travel.	Высокий сезон – май–декабрь.
Jun–Oct is peak travel.	Высокий сезон – июнь–октябрь.
May–Sep is warm.	С мая по сентябрь тепло.
Dec–Apr is peak travel.	Высокий сезон – декабрь–апрель.
Dec–Mar is warm and peak travel time.	Высокий сезон – декабрь–март. В это время стоит теплая погода.
The hot and humid rainy season is May–Nov, with the heaviest rains in Sep.	Жаркий и влажный дождливый сезон – май–ноябрь. Самые сильные дожди в сентябре.
Rainy season is Sep–Dec.	Дождливый сезон – сентябрь–декабрь.
Nov–Feb is warm, dry and peak travel.	Высокий сезон – ноябрь–февраль. В это время погода теплая и засушливая.
Temperatures rise Mar–May, with a rainy season May–Nov.	В марте–мае температура растет. Дождливый сезон длится с мая по ноябрь.
Jul–Aug and Dec–Feb are drier.	В июле–августе и в декабре–феврале более сухо.
